,index,location,bhk,total_sqft,bath,price,encoded_location
6763,9433,others,3,1290.0,3.0,45.33,230
6764,9434,Bannerghatta Road,2,1237.5,2.0,49.49,34
6765,9435,9th Phase JP Nagar,3,1780.0,3.0,88.0,8
6766,9436,Budigere,3,1636.0,3.0,83.0,52
6767,9437,Hennur,4,2557.0,2.0,170.0,95
6768,9438,Sector 2 HSR Layout,2,1332.0,2.0,101.0,196
6769,9441,Kengeri,2,1192.0,2.0,53.5,135
6770,9443,Uttarahalli,2,1213.0,2.0,48.0,216
6771,9444,Sarjapur  Road,3,1489.0,3.0,88.0,194
6772,9445,Sarjapur,2,1200.0,2.0,62.0,193
6773,9447,Devanahalli,3,1200.0,2.0,55.08,65
6774,9448,Ananth Nagar,2,1200.0,2.0,36.0,16
6775,9450,Bannerghatta Road,3,1650.0,3.0,94.0,34
6776,9452,Ardendale,2,1224.0,2.0,67.0,19
6777,9453,Gunjur,2,1235.0,2.0,52.76,85
6778,9454,Yelenahalli,2,1200.0,2.0,45.6,228
6779,9455,Yelahanka,3,1342.0,2.0,75.0,226
6780,9457,TC Palaya,2,1800.0,2.0,80.0,207
6781,9460,Abbigere,2,1130.0,2.0,46.33,10
6782,9461,Somasundara Palya,2,1186.0,2.0,72.0,202
6783,9462,Hennur,2,1295.0,2.0,64.0,95
6784,9464,Bannerghatta Road,2,905.0,2.0,65.0,34
6785,9466,Hormavu,2,1165.0,2.0,40.0,100
6786,9467,Kanakpura Road,2,1328.0,2.0,107.0,127
6787,9468,others,3,1485.0,2.0,110.0,230
6788,9469,Uttarahalli,3,1475.0,2.0,59.0,216
6789,9470,Vidyaranyapura,2,1175.0,2.0,35.0,219
6790,9475,Hoskote,3,1395.0,2.0,63.0,103
6791,9476,Hoodi,1,711.0,1.0,42.65,97
6792,9477,Electronic City,1,630.0,1.0,40.5,74
6793,9478,others,4,2400.0,4.0,88.0,230
6794,9479,Gottigere,2,1170.0,2.0,40.0,82
6795,9480,Marathahalli,4,2500.0,5.0,181.0,161
6796,9481,Gubbalala,2,1100.0,2.0,49.5,84
6797,9485,Varthur,2,1180.0,2.0,55.0,217
6798,9486,Tumkur Road,3,1441.0,2.0,95.0,214
6799,9487,others,2,1115.0,2.0,50.0,230
6800,9488,Yeshwanthpur,3,1825.0,3.0,145.0,229
6801,9489,others,2,1489.0,2.0,101.0,230
6802,9491,Subramanyapura,3,1278.0,3.0,62.71,205
6803,9493,Hormavu,2,1065.0,2.0,50.92,100
6804,9494,Whitefield,2,1190.0,2.0,64.0,224
6805,9495,Koramangala,2,1130.0,2.0,63.0,144
6806,9496,Banashankari,2,1430.0,2.0,87.8,26
6807,9497,HRBR Layout,4,1900.0,3.0,90.0,88
6808,9498,Sarjapur  Road,2,1104.0,2.0,34.22,194
6809,9499,Begur Road,2,1240.0,2.0,45.88,39
6810,9500,Choodasandra,2,1140.0,2.0,62.0,60
6811,9504,KR Puram,3,1700.0,3.0,105.0,115
6812,9505,Old Airport Road,4,2658.0,5.0,189.0,176
6813,9506,others,3,1600.0,2.0,90.0,230
6814,9507,OMBR Layout,4,3400.0,4.0,275.0,175
6815,9509,Balagere,1,645.0,1.0,41.0,25
6816,9510,Hormavu,2,1046.0,2.0,60.0,100
6817,9515,Thubarahalli,2,975.0,2.0,50.0,211
6818,9516,ISRO Layout,2,1050.0,2.0,51.0,106
6819,9520,others,2,1200.0,2.0,38.0,230
6820,9521,others,4,2996.0,4.0,200.0,230
6821,9522,others,4,3400.0,4.0,200.0,230
6822,9525,others,2,1092.0,2.0,43.0,230
6823,9526,Hormavu,2,1400.0,2.0,75.0,100
6824,9527,Bommanahalli,3,1416.0,2.0,85.0,47
6825,9529,Electronic City,2,1100.0,2.0,41.0,74
6826,9530,Kothanur,3,1760.0,3.0,110.0,146
6827,9531,Marathahalli,4,3800.0,4.0,235.0,161
6828,9532,others,2,1037.0,2.0,36.28,230
6829,9533,Yeshwanthpur,3,1384.0,2.0,76.18,229
6830,9534,others,1,551.0,1.0,30.0,230
6831,9537,Sarjapur,2,900.0,2.0,27.98,193
6832,9538,Anandapura,3,1415.0,2.0,74.0,15
6833,9539,others,2,1400.0,2.0,44.8,230
6834,9542,Kudlu,2,1030.0,2.0,75.0,147
6835,9544,others,1,550.0,1.0,16.0,230
6836,9545,Anjanapura,4,1800.0,4.0,55.0,18
6837,9547,Old Madras Road,2,1210.0,2.0,77.0,177
6838,9548,Vishveshwarya Layout,4,2000.0,3.0,90.0,221
6839,9550,others,3,1780.0,3.0,100.0,230
6840,9552,Panathur,2,1050.0,2.0,60.0,180
6841,9554,Marathahalli,4,3951.0,4.0,230.0,161
6842,9555,Bellandur,3,2500.0,4.0,112.0,40
6843,9556,others,2,1050.0,2.0,49.5,230
6844,9557,Anjanapura,3,1843.0,3.0,87.54,18
6845,9559,Somasundara Palya,2,1186.0,2.0,76.0,202
6846,9560,Haralur Road,1,560.0,1.0,45.0,90
6847,9563,Yelahanka,3,1823.0,3.0,103.0,226
6848,9564,others,3,1310.0,3.0,90.0,230
6849,9565,Varthur,3,1520.0,2.0,60.0,217
6850,9566,Bhoganhalli,3,1610.0,3.0,74.03,43
6851,9567,Whitefield,3,1500.0,3.0,78.57,224
6852,9568,LB Shastri Nagar,3,1400.0,2.0,80.0,151
6853,9569,HRBR Layout,3,1625.0,3.0,120.0,88
6854,9572,Talaghattapura,2,1100.0,2.0,32.0,208
6855,9573,Bannerghatta Road,2,1000.0,2.0,50.0,34
6856,9574,Old Airport Road,4,2774.0,4.0,197.0,176
6857,9575,Yeshwanthpur,1,994.0,2.0,54.67,229
6858,9576,Kaggadasapura,3,1455.0,3.0,75.0,118
6859,9578,Lakshminarayana Pura,2,1172.0,2.0,75.0,153
6860,9579,Hennur,3,1935.0,3.0,102.0,95
6861,9580,Rachenahalli,3,1856.0,3.0,106.0,183
6862,9582,Uttarahalli,2,900.0,2.0,35.0,216
6863,9583,Raja Rajeshwari Nagar,3,1757.0,3.0,98.0,184
6864,9584,Kudlu,2,1027.0,2.0,44.0,147
6865,9585,Whitefield,3,1626.0,3.0,85.0,224
6866,9586,others,2,1200.0,2.0,54.0,230
6867,9587,Hoodi,3,1559.0,3.0,81.55,97
6868,9588,Amruthahalli,2,1190.0,2.0,50.0,14
6869,9589,KR Puram,2,1200.0,2.0,72.0,115
6870,9590,Harlur,2,1174.0,2.0,74.0,91
6871,9591,Kanakpura Road,2,1140.0,2.0,65.0,127
6872,9592,others,3,1603.0,2.0,125.0,230
6873,9593,Subramanyapura,3,1278.0,3.0,70.0,205
6874,9595,Banashankari Stage III,2,1085.0,2.0,50.0,28
6875,9596,Whitefield,2,1195.0,2.0,61.36,224
6876,9597,others,1,450.0,1.0,30.0,230
6877,9600,Kenchenahalli,2,1165.0,2.0,45.0,134
6878,9602,Kanakpura Road,3,1452.0,3.0,60.0,127
6879,9603,Sarjapur  Road,1,702.0,1.0,52.0,194
6880,9604,Banashankari,2,1020.0,2.0,42.83,26
6881,9605,Devanahalli,2,1340.0,2.0,65.0,65
6882,9606,Marathahalli,2,1125.0,2.0,54.8,161
6883,9607,others,2,1160.0,2.0,40.53,230
6884,9608,Vidyaranyapura,2,1050.0,2.0,50.0,219
6885,9609,JP Nagar,3,1960.0,3.0,138.0,109
6886,9610,others,2,1200.0,3.0,52.0,230
6887,9612,Old Airport Road,4,3496.0,4.0,262.0,176
6888,9613,Electronic City,2,975.0,2.0,32.0,74
6889,9614,Kudlu,3,1700.0,3.0,125.0,147
6890,9617,others,2,1275.0,2.0,69.0,230
6891,9618,Yeshwanthpur,1,650.0,1.0,40.0,229
6892,9619,Kasavanhalli,2,1495.0,2.0,110.0,130
6893,9620,Hebbal,2,1200.0,2.0,48.0,92
6894,9622,Hennur Road,3,1679.0,3.0,94.86,96
6895,9623,Kaval Byrasandra,3,1450.0,3.0,75.0,133
6896,9624,Balagere,2,1210.0,2.0,82.0,25
6897,9625,others,3,1300.0,2.0,51.0,230
6898,9626,Judicial Layout,2,1165.0,2.0,49.61,114
6899,9628,Channasandra,2,1115.0,2.0,35.8,56
6900,9629,BTM Layout,1,450.0,1.0,20.0,23
6901,9630,Electronics City Phase 1,2,1170.0,2.0,62.0,76
6902,9632,Marathahalli,3,1700.0,3.0,126.0,161
6903,9634,Malleshpalya,2,1245.0,2.0,55.0,159
6904,9635,Kanakapura,2,1017.0,2.0,66.0,126
6905,9637,Sarjapur  Road,2,1242.0,2.0,75.0,194
6906,9638,Yelahanka,3,1792.0,3.0,104.0,226
6907,9639,others,3,1275.0,3.0,55.0,230
6908,9642,Electronic City,1,605.0,1.0,22.0,74
6909,9644,Electronics City Phase 1,3,1450.0,3.0,79.0,76
6910,9645,Bommenahalli,3,1232.0,3.0,96.0,50
6911,9646,Laggere,5,1800.0,5.0,70.0,152
6912,9647,others,1,900.0,1.0,52.3,230
6913,9648,Kaggadasapura,2,1200.0,2.0,40.0,118
6914,9650,Uttarahalli,2,1065.0,2.0,42.6,216
6915,9651,others,2,1075.0,2.0,48.38,230
6916,9653,others,2,780.0,2.0,31.0,230
6917,9656,Ramagondanahalli,3,1910.0,3.0,150.0,187
6918,9658,Raja Rajeshwari Nagar,3,1530.0,3.0,64.0,184
6919,9659,Bhoganhalli,4,2439.0,5.0,170.0,43
6920,9660,others,2,1088.0,2.0,43.5,230
6921,9662,Raja Rajeshwari Nagar,3,1587.0,3.0,73.8,184
6922,9663,Kaggadasapura,2,1045.0,2.0,55.0,118
6923,9664,Yelahanka,2,1304.0,2.0,69.97,226
6924,9665,Whitefield,2,1100.0,2.0,65.0,224
6925,9666,Hennur Road,3,1482.0,2.0,68.9,96
6926,9667,Devanahalli,3,2125.0,3.0,107.0,65
6927,9669,others,2,1194.0,2.0,45.0,230
6928,9670,Kengeri,2,1200.0,2.0,42.0,135
6929,9671,others,2,1070.0,2.0,32.99,230
6930,9672,Whitefield,2,1100.0,2.0,46.5,224
6931,9673,Whitefield,3,1270.0,2.0,65.0,224
6932,9674,others,2,1000.0,2.0,31.0,230
6933,9675,Vittasandra,2,1246.0,2.0,69.0,223
6934,9676,Raja Rajeshwari Nagar,3,1529.0,3.0,51.77,184
6935,9677,Thanisandra,2,1185.0,2.0,42.0,209
6936,9678,Gubbalala,2,1060.0,2.0,46.0,84
6937,9680,Kaikondrahalli,2,991.0,2.0,64.0,120
6938,9681,Thanisandra,1,662.0,1.0,38.0,209
6939,9683,others,3,1400.0,2.0,78.0,230
6940,9684,Talaghattapura,3,1575.0,3.0,80.0,208
6941,9687,Ananth Nagar,3,1319.0,3.0,42.0,16
6942,9690,Electronics City Phase 1,2,940.0,2.0,48.0,76
6943,9694,Bharathi Nagar,2,1349.0,2.0,56.7,42
6944,9696,HSR Layout,3,1844.0,3.0,95.0,89
6945,9698,Sarjapur  Road,3,2275.0,4.0,185.0,194
6946,9700,Varthur Road,2,1140.0,2.0,49.11,218
6947,9704,Banashankari,3,1372.0,2.0,48.02,26
6948,9705,others,3,1455.0,2.0,45.0,230
6949,9706,Hebbal,2,1100.0,2.0,38.0,92
6950,9708,others,3,1475.0,3.0,80.0,230
6951,9712,Kudlu Gate,3,1850.0,3.0,120.0,148
6952,9713,Marathahalli,3,1315.0,2.0,60.0,161
6953,9715,others,3,1721.0,3.0,93.0,230
6954,9716,Sonnenahalli,2,1059.0,2.0,62.0,204
6955,9717,Kadubeesanahalli,2,1184.0,2.0,55.0,116
6956,9720,others,3,1480.0,3.0,75.0,230
6957,9721,Kodigehalli,2,635.0,1.0,28.0,140
6958,9723,JP Nagar,4,1500.0,2.0,87.0,109
6959,9724,Hosa Road,2,1143.0,2.0,34.2,101
6960,9726,Kanakpura Road,4,3170.0,4.0,250.0,127
6961,9728,Kothannur,3,1485.0,2.0,59.4,145
6962,9730,Hennur,3,1655.0,2.0,70.5,95
6963,9731,others,2,900.0,2.0,41.0,230
6964,9733,others,2,1163.0,2.0,68.0,230
6965,9735,Hennur Road,3,1654.0,3.0,97.8,96
6966,9736,others,1,801.0,1.0,33.645,230
6967,9738,Bellandur,3,1685.0,3.0,101.0,40
6968,9739,Banashankari,3,1540.0,3.0,80.0,26
6969,9740,Thanisandra,2,1265.0,2.0,72.0,209
6970,9741,Kasavanhalli,3,1200.0,2.0,38.4,130
6971,9742,others,3,1300.0,2.0,80.0,230
6972,9743,Sultan Palaya,2,1009.0,2.0,65.0,206
6973,9744,others,3,1540.0,3.0,65.0,230
6974,9745,Bellandur,3,1735.0,3.0,105.0,40
6975,9749,Electronic City,2,1142.0,2.0,35.0,74
6976,9750,others,3,1215.0,2.0,46.8,230
6977,9751,Electronic City,2,1070.0,2.0,48.0,74
6978,9754,Kasavanhalli,2,1575.0,2.0,85.0,130
6979,9755,Hosa Road,2,1360.0,2.0,77.61,101
6980,9756,Haralur Road,3,1710.0,3.0,85.0,90
6981,9758,Bannerghatta Road,4,2185.0,3.0,120.0,34
6982,9759,others,4,2400.0,4.0,135.0,230
6983,9760,Banashankari,2,1195.0,2.0,35.84,26
6984,9762,Bannerghatta Road,2,1012.0,2.0,45.0,34
6985,9763,others,2,998.0,2.0,65.0,230
6986,9765,7th Phase JP Nagar,2,1130.0,2.0,85.0,6
6987,9768,Karuna Nagar,3,1354.0,2.0,98.0,129
6988,9770,Brookefield,2,1389.0,2.0,94.0,51
6989,9771,Sarjapur,4,2970.0,3.0,130.0,193
6990,9775,Kaggadasapura,3,1495.0,3.0,60.0,118
6991,9776,Varthur,2,1738.0,2.0,57.35,217
6992,9777,Dodda Nekkundi,2,1315.0,2.0,50.0,67
6993,9778,Marathahalli,2,1270.0,2.0,73.0,161
6994,9779,Electronic City Phase II,2,1160.0,2.0,52.2,75
6995,9780,Raja Rajeshwari Nagar,3,1450.0,2.0,67.0,184
6996,9781,Rayasandra,1,470.0,1.0,21.0,189
6997,9782,others,2,1040.0,2.0,78.0,230
6998,9784,others,3,1215.0,2.0,50.0,230
6999,9785,Whitefield,2,1135.0,2.0,58.0,224
7000,9786,8th Phase JP Nagar,3,1224.0,2.0,48.95,7
7001,9787,Budigere,1,664.0,1.0,34.0,52
7002,9788,Electronic City,3,1160.0,2.0,42.0,74
7003,9791,Bharathi Nagar,2,1328.0,2.0,69.0,42
7004,9792,others,2,975.0,2.0,45.0,230
7005,9794,Malleshwaram,2,900.0,2.0,72.0,160
7006,9795,others,2,1330.0,2.0,80.0,230
7007,9796,Rajiv Nagar,4,2330.0,5.0,175.0,186
7008,9797,Munnekollal,3,1222.0,3.0,95.0,164
7009,9799,Sarjapur  Road,3,2100.0,3.0,135.0,194
7010,9802,others,3,1320.0,2.0,95.0,230
7011,9804,others,5,8000.0,5.0,550.0,230
7012,9807,Hosur Road,4,2000.0,4.0,130.0,104
7013,9808,Electronic City Phase II,2,1244.0,2.0,55.0,75
7014,9809,others,2,1000.0,2.0,50.0,230
7015,9810,others,3,1400.0,3.0,45.0,230
7016,9811,others,2,1000.0,2.0,35.0,230
7017,9814,Hebbal,4,2630.0,5.0,188.0,92
7018,9815,others,2,1225.0,2.0,48.0,230
7019,9818,Seegehalli,3,1683.0,3.0,80.0,198
7020,9819,Yelahanka,2,1250.0,2.0,54.0,226
7021,9822,Kaggalipura,3,1150.0,2.0,57.5,119
7022,9823,Kaggadasapura,3,1654.0,3.0,70.0,118
7023,9824,others,4,4500.0,3.0,225.0,230
7024,9826,Kasavanhalli,2,1069.0,2.0,55.0,130
7025,9829,Hormavu,3,2400.0,3.0,177.0,100
7026,9832,7th Phase JP Nagar,3,1680.0,3.0,130.0,6
7027,9835,others,4,2200.0,2.0,150.0,230
7028,9836,Thanisandra,3,1595.0,3.0,105.0,209
7029,9837,Hennur Road,3,1480.0,3.0,100.0,96
7030,9841,Banashankari,3,1683.0,3.0,115.0,26
7031,9843,Banaswadi,2,1340.0,2.0,73.0,31
7032,9844,others,3,1100.0,3.0,53.0,230
7033,9846,Whitefield,2,1185.0,2.0,56.0,224
7034,9848,Haralur Road,3,1730.0,3.0,95.0,90
7035,9849,Hennur Road,3,1450.0,3.0,88.6,96
7036,9850,Sarjapur  Road,3,1862.0,4.0,110.0,194
7037,9853,Hoodi,1,863.0,1.0,40.55,97
7038,9854,others,2,1170.0,2.0,50.0,230
7039,9855,others,2,1075.0,2.0,50.0,230
7040,9856,Kodichikkanahalli,2,1060.0,2.0,34.0,138
7041,9857,Sarjapur,2,850.0,2.0,32.0,193
7042,9858,others,2,935.0,2.0,45.9,230
7043,9859,Gollarapalya Hosahalli,4,1905.0,3.0,86.0,81
7044,9863,Chikkabanavar,4,1500.0,4.0,105.0,58
7045,9864,Bannerghatta Road,3,1725.0,3.0,85.0,34
7046,9865,others,2,1120.0,2.0,36.0,230
7047,9866,Brookefield,3,1750.0,2.0,75.0,51
7048,9867,7th Phase JP Nagar,3,2000.0,3.0,77.0,6
7049,9868,Koramangala,3,1745.0,3.0,98.0,144
7050,9870,Uttarahalli,3,1270.0,2.0,55.25,216
7051,9871,Iblur Village,5,5384.0,5.0,420.0,107
7052,9872,Sahakara Nagar,2,1180.0,2.0,72.0,190
7053,9873,others,2,1130.0,2.0,75.0,230
7054,9875,Ardendale,3,1723.0,3.0,95.0,19
7055,9876,Mysore Road,2,1175.0,2.0,70.5,166
7056,9877,Ambalipura,3,1607.0,2.0,112.0,12
7057,9878,others,2,1334.0,2.0,62.0,230
7058,9879,Vishwapriya Layout,5,2800.0,5.0,130.0,222
7059,9881,Bannerghatta,2,1113.0,2.0,70.0,33
7060,9882,9th Phase JP Nagar,3,1300.0,2.0,58.0,8
7061,9884,Sahakara Nagar,2,1200.0,2.0,60.0,190
7062,9888,Whitefield,4,2956.0,5.0,234.0,224
7063,9890,Panathur,2,1398.0,2.0,97.0,180
7064,9891,Margondanahalli,2,1152.0,1.0,66.0,162
7065,9893,Nagavara,2,1110.0,2.0,44.95,171
7066,9894,Devarachikkanahalli,2,1116.0,2.0,47.0,66
7067,9895,Babusapalaya,2,1061.0,2.0,33.84,24
7068,9898,Yelahanka,2,1270.0,2.0,57.0,226
7069,9899,others,2,966.0,2.0,50.0,230
7070,9902,Iblur Village,4,3596.0,5.0,297.0,107
7071,9903,others,3,1630.0,3.0,131.0,230
7072,9906,Amruthahalli,2,1202.0,2.0,65.0,14
7073,9908,Jakkur,2,1300.0,2.0,80.0,110
7074,9910,Electronic City,3,1360.0,2.0,70.0,74
7075,9911,Hennur Road,2,1155.0,2.0,69.18,96
7076,9913,Hulimavu,2,1011.0,2.0,38.0,105
7077,9914,HSR Layout,2,1203.0,2.0,72.0,89
7078,9915,Hebbal,3,1645.0,3.0,113.0,92
7079,9916,Horamavu Agara,3,1364.0,2.0,50.0,98
7080,9918,others,1,1050.0,2.0,41.0,230
7081,9919,Kothanur,3,1365.0,3.0,66.0,146
7082,9920,Jigani,3,1252.0,3.0,70.0,113
7083,9922,Panathur,2,1065.0,2.0,58.0,180
7084,9924,Sahakara Nagar,2,1032.0,2.0,45.0,190
7085,9926,Sector 2 HSR Layout,3,1515.0,2.0,69.0,196
7086,9927,others,2,1427.0,2.0,52.0,230
7087,9928,Magadi Road,2,940.0,2.0,50.0,155
7088,9930,Bannerghatta Road,3,1460.0,2.0,80.0,34
7089,9931,Sarjapur  Road,3,2275.0,4.0,175.0,194
7090,9932,9th Phase JP Nagar,3,1522.0,3.0,90.0,8
7091,9934,Thanisandra,2,1185.0,2.0,42.67,209
7092,9936,Banashankari,3,1800.0,3.0,125.0,26
7093,9937,Electronics City Phase 1,2,940.0,2.0,44.0,76
7094,9939,Marathahalli,3,1530.0,3.0,71.0,161
7095,9940,others,2,1050.0,2.0,48.0,230
7096,9941,Subramanyapura,2,929.0,2.0,49.0,205
7097,9942,Banjara Layout,4,3750.0,5.0,145.0,32
7098,9943,Whitefield,3,1530.0,3.0,75.0,224
7099,9944,others,2,900.0,2.0,48.0,230
7100,9945,others,2,978.0,2.0,34.22,230
7101,9947,Ambalipura,1,770.0,1.0,43.82,12
7102,9948,Kaval Byrasandra,2,1066.0,2.0,55.0,133
7103,9950,Whitefield,2,1015.0,2.0,45.0,224
7104,9951,Hebbal,2,1175.0,2.0,54.05,92
7105,9953,Vidyaranyapura,2,1188.0,2.0,50.0,219
7106,9955,others,1,620.0,1.0,25.0,230
7107,9956,others,2,1210.0,2.0,75.0,230
7108,9958,Rajaji Nagar,3,1500.0,2.0,99.0,185
7109,9960,Thanisandra,2,1185.0,2.0,43.66,209
7110,9961,Basavangudi,3,1600.0,3.0,130.0,35
7111,9963,Yelahanka,2,1300.0,2.0,69.23,226
7112,9964,Kasavanhalli,2,1100.0,2.0,68.0,130
7113,9965,Ambalipura,2,860.0,2.0,28.93,12
7114,9966,Panathur,2,1007.0,2.0,64.0,180
7115,9967,Akshaya Nagar,2,1100.0,2.0,48.0,11
7116,9968,Whitefield,2,1187.0,2.0,38.0,224
7117,9969,R.T. Nagar,2,1150.0,2.0,72.0,182
7118,9971,others,2,1180.0,2.0,41.94,230
7119,9972,Budigere,3,1820.0,3.0,85.2,52
7120,9975,KR Puram,4,3628.0,4.0,246.0,115
7121,9976,others,3,1430.0,3.0,70.0,230
7122,9978,others,2,1200.0,1.0,70.0,230
7123,9979,Old Madras Road,2,1165.0,2.0,40.77,177
7124,9980,Jalahalli,3,1569.0,3.0,118.0,111
7125,9981,others,3,1950.0,4.0,95.0,230
7126,9982,others,2,1200.0,3.0,70.0,230
7127,9983,Yelahanka New Town,3,2437.0,3.0,125.0,227
7128,9984,Marathahalli,2,950.0,2.0,46.7,161
7129,9985,Bellandur,3,1685.0,3.0,115.0,40
7130,9986,Green Glen Layout,4,3270.0,4.0,205.0,83
7131,9988,others,3,1250.0,3.0,40.0,230
7132,9989,others,2,1130.0,2.0,68.0,230
7133,9993,Whitefield,3,2247.0,3.0,145.0,224
7134,9994,Marathahalli,3,1550.0,3.0,85.0,161
7135,9995,Hoodi,3,1715.0,2.0,100.0,97
7136,9996,Hennur Road,2,1053.0,2.0,53.0,96
7137,9997,Begur Road,3,1200.0,3.0,50.0,39
7138,9999,Chikkabanavar,5,2400.0,4.0,97.0,58
7139,10000,others,2,1245.0,1.0,60.0,230
7140,10002,Whitefield,4,3940.0,5.0,265.0,224
7141,10003,Thanisandra,3,1241.0,2.0,65.0,209
7142,10007,others,3,1390.0,2.0,50.0,230
7143,10010,Kanakpura Road,3,1100.0,2.0,52.97,127
7144,10011,Koramangala,2,1350.0,2.0,103.0,144
7145,10012,others,2,800.0,2.0,55.0,230
7146,10013,Sarjapur  Road,3,1787.0,3.0,116.0,194
7147,10016,Sarjapur  Road,3,1691.0,3.0,93.01,194
7148,10018,Chikka Tirupathi,3,2325.0,3.0,95.0,57
7149,10020,Akshaya Nagar,3,1896.0,3.0,102.0,11
7150,10021,Banashankari Stage V,3,1540.0,3.0,48.51,29
7151,10022,others,2,1244.0,2.0,95.0,230
7152,10023,Hormavu,3,1365.0,2.0,65.0,100
7153,10024,Thanisandra,1,580.0,1.0,27.5,209
7154,10027,8th Phase JP Nagar,2,1513.0,2.0,62.0,7
7155,10028,Banashankari,2,1175.0,2.0,41.13,26
7156,10029,Thanisandra,3,2087.0,4.0,139.0,209
7157,10030,Talaghattapura,3,2273.0,3.0,145.0,208
7158,10031,Thanisandra,3,2050.0,3.0,150.0,209
7159,10032,others,2,1200.0,2.0,75.0,230
7160,10033,Whitefield,2,1190.0,2.0,59.0,224
7161,10036,Thigalarapalya,3,1830.0,3.0,133.0,210
7162,10038,Sarjapur  Road,2,1028.0,2.0,56.0,194
7163,10040,Whitefield,2,1160.0,2.0,67.0,224
7164,10041,Mahadevpura,3,1505.0,3.0,78.0,156
7165,10044,Sarjapur,2,1175.0,2.0,41.68,193
7166,10045,others,2,1100.0,2.0,57.6,230
7167,10047,Devanahalli,2,1230.0,2.0,56.45,65
7168,10049,others,5,3100.0,6.0,165.0,230
7169,10052,others,2,1340.0,2.0,71.0,230
7170,10053,Banashankari,3,1750.0,2.0,89.0,26
7171,10054,Banashankari Stage II,2,1400.0,2.0,100.0,27
7172,10055,Nagarbhavi,3,1350.0,3.0,60.0,169
7173,10056,others,3,1675.0,3.0,62.0,230
7174,10057,Thanisandra,2,1340.0,2.0,66.33,209
7175,10059,Hulimavu,2,1276.0,2.0,76.0,105
7176,10060,Ramagondanahalli,3,1738.0,2.0,76.0,187
7177,10061,others,2,1190.0,2.0,59.9,230
7178,10062,Electronic City,2,1128.0,2.0,65.45,74
7179,10063,others,2,1250.0,2.0,55.0,230
7180,10064,others,2,1450.0,2.0,90.0,230
7181,10065,Kudlu,2,1084.0,2.0,53.0,147
7182,10066,Kaggadasapura,4,2150.0,4.0,90.0,118
7183,10069,Hosur Road,2,1250.0,2.0,65.0,104
7184,10071,Begur,3,1304.0,3.0,65.0,38
7185,10073,7th Phase JP Nagar,2,980.0,2.0,77.44,6
7186,10074,others,2,1275.0,2.0,49.5,230
7187,10076,Banjara Layout,3,2500.0,4.0,140.0,32
7188,10077,others,4,3600.0,4.0,225.0,230
7189,10078,Anekal,3,2400.0,4.0,95.0,17
7190,10080,Kanakpura Road,3,1450.0,2.0,70.18,127
7191,10081,Electronic City,2,890.0,2.0,40.0,74
7192,10082,Bannerghatta Road,2,1340.0,2.0,85.0,34
7193,10083,Vidyaranyapura,3,1100.0,2.0,75.0,219
7194,10084,Kengeri,2,750.0,2.0,40.0,135
7195,10086,Akshaya Nagar,2,1300.0,2.0,66.0,11
7196,10089,others,3,1900.0,2.0,92.0,230
7197,10090,Kanakpura Road,2,1299.0,2.0,105.0,127
7198,10091,others,3,1250.0,3.0,40.0,230
7199,10093,others,2,925.0,2.0,55.0,230
7200,10094,others,3,3900.0,3.0,250.0,230
7201,10095,Uttarahalli,2,1107.0,2.0,45.0,216
7202,10097,Electronics City Phase 1,2,1300.0,2.0,67.0,76
7203,10099,others,3,1715.0,3.0,95.0,230
7204,10100,Uttarahalli,2,1200.0,2.0,55.0,216
7205,10104,Marathahalli,2,1144.0,2.0,65.0,161
7206,10105,Kanakpura Road,1,525.0,1.0,26.01,127
7207,10106,others,3,1400.0,2.0,56.0,230
7208,10107,Balagere,1,661.0,1.0,33.0,25
7209,10110,Yelahanka,3,1705.0,3.0,91.0,226
7210,10112,Kadugodi,3,1430.0,2.0,55.0,117
7211,10113,Marathahalli,2,1240.0,2.0,55.0,161
7212,10118,Uttarahalli,3,1330.0,2.0,46.45,216
7213,10123,Banashankari Stage III,3,1500.0,2.0,100.0,28
7214,10125,Cox Town,2,1073.0,2.0,72.0,62
7215,10126,Kudlu,2,1300.0,2.0,56.0,147
7216,10129,Whitefield,2,1216.0,2.0,66.88,224
7217,10130,Jigani,3,1252.0,3.0,59.0,113
7218,10131,Hormavu,2,1196.0,2.0,44.8,100
7219,10134,others,3,1270.0,2.0,57.15,230
7220,10135,Mico Layout,2,1171.0,2.0,39.0,163
7221,10136,Kothannur,3,1215.0,2.0,48.6,145
7222,10137,others,1,600.0,1.0,20.0,230
7223,10138,Whitefield,2,1180.0,2.0,77.0,224
7224,10141,Whitefield,3,2140.0,3.0,139.0,224
7225,10142,Yeshwanthpur,3,1500.0,3.0,100.0,229
7226,10143,Banaswadi,2,1008.0,2.0,52.0,31
7227,10144,Ambedkar Nagar,3,1921.0,4.0,129.0,13
7228,10146,Rajaji Nagar,3,1621.0,3.0,124.0,185
7229,10148,others,3,1030.0,2.0,77.25,230
7230,10149,Whitefield,2,1314.0,2.0,84.0,224
7231,10152,JP Nagar,3,1590.0,2.0,85.0,109
7232,10153,Shivaji Nagar,2,703.0,2.0,49.5,200
7233,10154,Hosakerehalli,3,1795.0,3.0,64.62,102
7234,10155,Gottigere,4,3000.0,3.0,132.0,82
7235,10157,Electronic City,2,825.0,2.0,35.0,74
7236,10159,others,3,1254.0,2.0,70.0,230
